x,y,z,p,type
0.9284761898300573,0.03908601168250327,0.25348980493076056,100,steelblue2
0.8332041205723774,0.1652334959560698,0.3810819327875095,100,steelblue2
0.9241288676892633,-0.06319071501253466,0.4115226351110571,100,steelblue2
0.8997093698235068,-0.07247174678185392,0.3470606484434586,100,steelblue2
0.9345861699195267,0.21432058161403195,0.5393229592161405,100,steelblue2
0.8477336359960336,0.13669730408787711,0.5347621836138051,100,steelblue2
-0.7402181569868105,-0.21301639883856335,0.4499112217915673,100,steelblue2
-0.8352492327587401,-0.3315470685550176,0.4443363307098968,100,steelblue2
0.8192399098673743,0.08581396202733561,0.5162649192019849,100,steelblue2
-0.6861476999451321,-0.4294940176115872,0.3917131493815759,100,steelblue2
0.8924507665784787,0.06861178716426743,0.5060944857634535,100,steelblue2
-0.7593684263793751,-0.41103268569236034,0.23082002345599892,100,steelblue2
0.9578924741689799,0.023835545963727008,0.5759349077337795,100,steelblue2
-0.6583499122953488,-0.22581145762470944,0.3977392675376455,100,steelblue2
0.9058302594193554,0.03087743692681842,0.37061117974068797,100,steelblue2
-0.7406096029407162,0.7748188910861563,0.119092769216398,100,steelblue2
-0.631496998326217,-0.3198630013502311,0.5485910901509661,100,steelblue2
-0.770544650908348,-0.30502549854141364,0.26029004544867396,100,steelblue2
0.9414139170117825,0.0771534259395576,0.6551774249589447,100,steelblue2
-0.7666426781787733,-0.3002322758401501,0.37440876226651615,100,steelblue2
-0.6500324327297132,-0.1594984334661467,0.5452655378022842,100,steelblue2
-0.817038502758642,-0.4041412150703897,0.50880428465424,100,steelblue2
-0.8310247873234885,0.8742046133726001,0.026680947201045906,100,steelblue2
-0.5765038748325731,0.6542033795448848,0.2361664828929752,100,steelblue2
-0.6547339025561407,-0.35497872431309907,0.27946168140177746,100,steelblue2
-0.5333417570853446,0.871689048348559,0.13673621618374535,100,steelblue2
-0.6165577090729156,0.7363659441469662,0.26695653697184285,100,steelblue2
-0.6034358177808467,0.6528818098676655,0.16866785360783715,100,steelblue2
-0.571397146710703,0.7673354337979436,0.31593407170734406,100,steelblue2
-0.7066108698419523,-0.22901157787372173,0.34638910312872734,100,steelblue2
-0.6172425063744015,-0.3264786997444363,0.6998676284236814,100,steelblue2
-0.5908605929968146,0.771973972912414,0.17430039777350334,100,steelblue2
0.8756757122266484,0.0841636147075085,0.552342816143811,100,steelblue2
-0.713460293600559,0.7277347160308061,0.05194207343709471,100,steelblue2
-0.8051657304873714,-0.17837891411956508,0.34909079436206336,100,steelblue2
-0.6006667607135661,0.8072147498594714,0.08621089354958401,100,steelblue2
-0.5028148257030638,0.8546676399701906,0.17139336725340387,100,steelblue2
-0.6523419284741557,-0.5648467468808096,0.41781156553953014,100,steelblue2
-0.6196314691844989,0.5966909392433581,0.15038116917462174,100,steelblue2
-0.6263619716461419,0.9390466814303727,0.22986968090460136,100,steelblue2
-0.6405425362235526,-0.42683603236390805,0.47953698742440654,100,steelblue2
-0.8055351864752622,-0.44343913259231466,0.3610664520315565,100,steelblue2
-0.5957202137467944,0.9629812157652891,0.06625104473570982,100,steelblue2
-0.5798676609336222,0.7881247332350284,0.16968500344750642,100,steelblue2
0.904936414132151,-0.03894958781620386,0.5668390934974419,100,steelblue2
-0.6676415000586451,-0.3102901309271761,0.649463276597286,100,steelblue2
-0.6450449293003316,0.6948953367359887,-0.013742919464292526,100,steelblue2
-0.6414393768521923,-0.3275759109804674,0.22775124395802013,100,steelblue2
-0.44426347465035987,0.668301822292595,0.0517080813324108,100,steelblue2
-0.7672075042917091,-0.39991105780053665,0.4795900111128539,100,steelblue2
-0.7810113160769674,-0.34291092328224704,0.22286875033754758,100,steelblue2
0.907721946030784,0.18314178248486457,0.5386717653934342,100,steelblue2
0.9025673895066807,0.09588502268265628,0.5633210538084199,100,steelblue2
-0.727201017874716,0.9177196085635999,0.1637860439053148,100,steelblue2
0.9748815497207448,0.1438473434271835,0.4554031248051611,100,steelblue2
-0.47926127516507977,0.6805686957822429,-0.10901177828057822,100,steelblue2
-0.7537434984109852,-0.36615161093242937,0.24482574365508006,100,steelblue2
0.7176654733848229,0.08344796144021084,0.6569494270571095,100,steelblue2
-0.6468227133462067,0.956128398856355,0.09709874293901455,100,steelblue2
-0.6124760774200126,-0.40683958676115745,0.4996622215372879,100,steelblue2
0.9362974198304078,0.1502047422556494,0.42129291033767463,100,steelblue2
-0.7649699977426527,-0.4645837563052663,0.43725824995821744,100,steelblue2
-0.5822160462555042,0.8231552497769128,0.19947384351902414,100,steelblue2
0.8852407201808297,0.09053225684725635,0.4497298141406888,100,steelblue2
-0.6564722036843125,0.7021449896976403,0.212241347776146,100,steelblue2
-0.591354279647892,0.762634777483791,0.24540223287562304,100,steelblue2
1.0267592946572428,0.17854518096531177,0.5715007940076509,100,steelblue2
-0.799508311005272,-0.4578871060414982,0.4517186386072426,100,steelblue2
0.7363295033476321,0.11977534288841361,0.2605458537670417,100,steelblue2
0.9879817710317644,0.015624364931370757,0.4998384326165376,100,steelblue2
0.8150819047695261,-0.014849712472127848,0.4045993622423124,100,steelblue2
0.8137025496185796,0.1460752113681864,0.4865978738750668,100,steelblue2
-0.7579924253150337,-0.3204650135037902,0.6605255732882261,100,steelblue2
-0.7371063663016418,-0.49567326583064225,0.26707172084717207,100,steelblue2
-0.677906493624944,0.707696537468229,0.11074426105450645,100,steelblue2
-0.5782279735501417,0.7882991564525788,0.0778204798299151,100,steelblue2
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
-0.5531816566805681,0.8251554710008858,0.11449237262563883,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
0.8894754590969278,0.14063060534648683,0.43480621028705446,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
-0.829858951746403,-0.399312916389343,0.3897220997210687,100,firebrick
